 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso
 8787709506027 ;ES ;CARIACICA ;TUCUM ;RUA SAO PAULO APOSTOLO, N. 23, Apto 301, BL 06 ;183.000,00;183.000,00;0.00;Apartamento, 0.00 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709506027
 8444418346225 ;ES ;CARIACICA ;TABAJARA ;RUA EULALIA MATTEDI CORONA, N. SN, Apto 105, 1PAV BL04 ;198.760,00;198.760,00;0.00;Apartamento, 0.00 de área total, 45.01 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418346225
 8444413689191 ;ES ;CARIACICA ;SAO BENEDITO ;R C, N. 141, CS 02 ;161.000,00;161.000,00;0.00;Casa, 0.00 de área total, 59.10 de área privativa, 204.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413689191
 1444405495636 ;ES ;CARIACICA ;MORADA DE SANTA FE ;RUA CLAUDIO SIMAS, N. 29, SETOR A ;465.000,00;465.000,00;0.00;Casa, 0.00 de área total, 257.15 de área privativa, 300.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), sacada, cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405495636
 8555530830488 ;ES ;CARIACICA ;RIO BRANCO ;RUA SANTA CATARINA, N. 37, Apto 1702, 17 PAV TORRE 04 ;237.500,00;237.500,00;0.00;Apartamento, 0.00 de área total, 53.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555530830488
 8444415646015 ;ES ;CARIACICA ;VISTA DOURADA ;RUA DAS ORQUIDEAS, N. 224B, . ;165.000,00;165.000,00;0.00;Casa, 0.00 de área total, 52.76 de área privativa, 292.74 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415646015
 8787713110698 ;ES ;CARIACICA ;JARDIM DE ALAH ;RUA TREZE, N. 160, Apto 304, BL 07 ;181.000,00;181.000,00;0.00;Apartamento, 0.00 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713110698
 8787713622761 ;ES ;CARIACICA ;JARDIM DE ALAH ;RUA TREZE, N. 160, Apto 402, BL 07 GARAGEM 141 ;185.000,00;180.000,00;0.00;Apartamento, 0.00 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713622761
 8444403121320 ;ES ;COLATINA ;AYRTON SENNA ;RUA TANCREDO NEVES, N. 0, LT 33, QD M ;90.000,00;150.000,00;40.00;Casa, 0.00 de área total, 51.74 de área privativa, 144.00 de área do terreno,  2 qto(s), a.serv, WC, sacada, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444403121320
 8555516069473 ;ES ;COLATINA ;COLUMBIA ;RUA  BEIJAFLOR, N. 368, 0 ;87.255,57;100.000,00;12.75;Casa, 0.00 de área total, 94.49 de área privativa, 204.12 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555516069473
 8444427465614 ;ES ;COLATINA ;AYRTON SENNA ;RUA LEANDRO RODRIGUES DE SOUZA, N. 84, LOTE 12 QUADRA 376 ;181.000,00;181.000,00;0.00;Casa, 0.00 de área total, 82.84 de área privativa, 145.87 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427465614
 1444409224289 ;ES ;COLATINA ;FIORAVANTE MARINO ;RUA ENZO FERRARI, N. 160, Apto LT 0, QD L, LT 02 ;472.000,00;472.000,00;0.00;Apartamento, 0.00 de área total, 166.81 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444409224289
 1555536971522 ;ES ;COLATINA ;SAO SILVANO ;RUA NOSSA SENHORA APARECIDA, N. 371, Apto 201, 0 ;358.809,26;280.000,00;0.00;Apartamento, 0.00 de área total, 88.87 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555536971522
 8444419736841 ;ES ;COLATINA ;FIORAVANTE MARINO ;RUA PICAPAUAMARELO, N. SN, LT 01A QD H ;177.061,06;125.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 501.43 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419736841
 10184277 ;ES ;GUACUI ;CENTRO ;RUA RIO GRANDE DO NORTE, N. 00 ;368.000,00;368.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 886.13 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10184277
 8444407016989 ;ES ;GUARAPARI ;SANTA MONICA ;RUA ESMERALDA, N. 492, CS 02 ;170.000,00;170.000,00;0.00;Casa, 0.00 de área total, 59.95 de área privativa, 120.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407016989
 8444411197747 ;ES ;GUARAPARI ;SANTA MONICA ;AVENIDA CONSTELACAO, N. 399, CS 2 ;158.000,00;158.000,00;0.00;Casa, 0.00 de área total, 62.65 de área privativa, 182.33 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411197747
 10184276 ;ES ;GUARAPARI ;PRAIA DO MORRO ;RUA CANNES, N. 193, QD 61, LTS 16 E 17 ;920.000,00;920.000,00;0.00;Casa, 0.00 de área total, 200.39 de área privativa, 620.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10184276
 8313200000084 ;ES ;GUARAPARI ;PRAIA DO MORRO ;RUA JOSE ALVES SOARES, N. 133, Apto 301, LT 12 E 13 QD 100 ;160.000,00;160.000,00;0.00;Apartamento, 0.00 de área total, 55.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8313200000084
 1444405917930 ;ES ;GUARAPARI ;PORTAL ;RUA A QUATRO, N. 28, LT 11 QD J ;200.000,00;159.000,00;0.00;Casa, 0.00 de área total, 69.69 de área privativa, 200.80 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405917930
 8555534844114 ;ES ;LINHARES ;SAO JOSE ;AV HENRIQUE GABURRO, N. 100, Apto 402, BL 03 ;138.000,00;138.000,00;0.00;Apartamento, 0.00 de área total, 47.55 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534844114
 10007824 ;ES ;MARATAIZES ;MARATAIZES ;RUA GERALDO DOS SANTOS (ANTIGA RUA C PROJETADA), N. SN, QD 05 LT 03 ;217.313,66;145.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 288.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10007824
 8444409096432 ;ES ;NOVA VENECIA ;RUBIA ;RUA PAPAZANAC, N. 0, LT 07 QD 14 ;105.000,00;82.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 240.00 de área do terreno,  1 qto(s), WC, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409096432
 8444411202147 ;ES ;PINHEIROS ;Pinheiros ;RUA RAIMUNDO ZAMPROGNO, N. SN, LT 11 QD R ;90.672,00;160.000,00;43.33;Casa, 58.06 de área total, 58.06 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411202147
 8444419988077 ;ES ;PINHEIROS ;Centro ;RUA PLINIO RIBEIRO, N. 158B, Apto 202, QD E LT 24 ;150.000,00;121.000,00;0.00;Apartamento, 0.00 de área total, 68.28 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419988077
 10187880 ;ES ;SAO JOSE DO CALCADO ;SETOR II ;RUA DOUTOR JOSÉ FERNANDES MEDINA, N. 00, CASA A ;163.000,00;163.000,00;0.00;Casa, 0.00 de área total, 75.50 de área privativa, 90.37 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10187880
 10187881 ;ES ;SAO JOSE DO CALCADO ;SETOR II ;RUA DOUTOR JOSÉ FERNANDES MEDINA, N. 00, CASA B ;163.000,00;163.000,00;0.00;Casa, 0.00 de área total, 75.50 de área privativa, 90.37 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10187881
 1444406251110 ;ES ;SAO MATEUS ;GURIRI NORTE ;RUA DARCY NATALINO FORMIGONI, N. 735, LT 18A QD 39 ;340.000,00;340.000,00;0.00;Casa, 0.00 de área total, 109.20 de área privativa, 187.50 de área do terreno,  3 qto(s), WC, 1 sala(s), sacada, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406251110
 8444420173308 ;ES ;SAO MATEUS ;AYRTON SENNA ;RUA GRACILIANO RAMOS LOT AYRTON SENNA, N. 57, CS A ;160.000,00;160.000,00;0.00;Casa, 0.00 de área total, 66.97 de área privativa, 125.29 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420173308
 8444411314832 ;ES ;SERRA ;SAO LOURENCO ;RUA LUIZ NUNES, N. 87, CASA 04 LT 15 QD 14 ;99.201,80;179.000,00;44.58;Casa, 54.26 de área total, 51.26 de área privativa, 240.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411314832
 10137802 ;ES ;SERRA ;ALTEROSAS ;RUA RIO DE JANEIRO, QD Y, LT 10A ;695.930,40;1.188.000,00;41.42;Comercial, 0.00 de área total, 783.40 de área privativa, 1250.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10137802
 8787708185375 ;ES ;SERRA ;BALNEARIO DE CARAPEBUS ;AVENIDA AUGUSTO RUSCHI, N. 1900, Apto 304, BL 06 ;78.228,60;130.381,00;40.00;Apartamento, 0.00 de área total, 43.36 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708185375
 8555516494050 ;ES ;SERRA ;RESIDENCIAL VISTA DO MESTRE ;AVENIDA CORSANTO, N. 62, Apto 303, TORRE B ;93.000,00;155.000,00;40.00;Apartamento, 0.00 de área total, 43.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555516494050
 1444407459530 ;ES ;SERRA ;MATA DA SERRA ;RUA DO SUA, N. 266, QD J, LT 01 ;500.650,00;775.000,00;35.40;Casa, 218.58 de área total, 218.58 de área privativa, 251.55 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407459530
 8444419117661 ;ES ;SERRA ;CAMPINHO DA SERRA I ;RUA 11, N. 0, LOTE 17  QUADRA Q18 ;53.950,00;83.000,00;35.00;Casa, 0.00 de área total, 43.00 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419117661
 8787703531755 ;ES ;SERRA ;CENTRO DA SERRA ;AVENIDA PAU BRASIL, N. 321, Apto 110, TORRE C ;119.000,00;170.000,00;30.00;Apartamento, 0.00 de área total, 43.52 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703531755
 8787704600173 ;ES ;SERRA ;RESIDENCIAL CENTRO DA SERRA ;AVENIDA PAU BRASIL, N. 321, Apto 205, TORRE G ;108.500,00;155.000,00;30.00;Apartamento, 0.00 de área total, 43.52 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704600173
 8555530485543 ;ES ;SERRA ;SAO PATRICIO ;RUA DA BEGONIA, N. 0, Apto 707, BLOCO 05 ;96.600,00;138.000,00;30.00;Apartamento, 0.00 de área total, 46.22 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555530485543
 8787708916671 ;ES ;SERRA ;SAO PATRICIO ;RUA SAO PAULO, N. 1163, Apto 303, BL 12 ;102.900,00;147.000,00;30.00;Apartamento, 0.00 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708916671
 8555521830810 ;ES ;SERRA ;JARDIM ATLANTICO ;RUA SANTA LUZIA, N. SN, Apto 508, TR 01 ;119.000,00;170.000,00;30.00;Apartamento, 0.00 de área total, 48.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555521830810
 8555530970093 ;ES ;SERRA ;JARDIM ATLANTICO ;RUA GUACYRA, N. 883, Apto 1207, TR 03 ;113.533,00;162.190,00;30.00;Apartamento, 0.00 de área total, 39.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555530970093
 8444403970254 ;ES ;SERRA ;CENTRO DA SERRA ;RUA CUMARA, N. 52, Apto 103, 0 ;76.606,19;109.000,00;29.72;Apartamento, 0.00 de área total, 48.94 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444403970254
 1444408025096 ;ES ;SERRA ;PARQUE RESIDENCIAL LARANJEIRAS ;RUA SANDRO BOTICELLI, N. 43, LT 04 QD 6-J ;573.749,43;777.649,00;26.23;Casa, 0.00 de área total, 150.00 de área privativa, 264.00 de área do terreno,  4 qto(s), varanda, a.serv, WC, 2 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408025096
 1444406998330 ;ES ;SERRA ;SERRA CENTRO ;AVENIDA ELESBAO ALEXANDRE MIRANDA, N. S/N, LT 11 ;350.455,00;475.000,00;26.22;Terreno, 0.00 de área total, 0.00 de área privativa, 615.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406998330
 8787705844955 ;ES ;SERRA ;MORADA DE LARANJEIRAS ;AVENIDA GUAXINDIBA, N. 419, Apto 301, TORRE CEREJEIRA LT 03 QD SQ1 ;193.842,54;231.028,00;16.10;Apartamento, 0.00 de área total, 51.21 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705844955
 8787707769039 ;ES ;SERRA ;BALNEARIO DE CARAPEBUS ;AVENIDA AUGUSTO RUSCHI, N. 1900, Apto 207, BL 07 ;129.385,34;141.000,00;8.24;Apartamento, 0.00 de área total, 44.76 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707769039
 1444406505627 ;ES ;SERRA ;PARQUE RESIDENCIAL LARANJEIRAS ;RUA MANOEL BANDEIRA, N. 55, Apto 402, QD 2E LT 10 ;670.000,00;670.000,00;0.00;Apartamento, 0.00 de área total, 86.19 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406505627
 8444416341501 ;ES ;SERRA ;JARDIM LIMOEIRO ;RUA BELO HORIZONTE II, N. 105, Apto 303, BL A GLEBA 01 ;120.000,00;120.000,00;0.00;Apartamento, 0.00 de área total, 45.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416341501
 8444408298023 ;ES ;SERRA ;PRAIA DE CAPUBA ;RUA MARIA DA PENHA VAREJAO, N. SN, CASA 02 BL 02 ;208.000,00;208.000,00;0.00;Casa, 0.00 de área total, 67.92 de área privativa, 715.50 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408298023
 8308400001568 ;ES ;SERRA ;LARANJEIRAS VELHA ;RUA PINHO, N. SN, Apto 701, TR 04 GB A ;200.000,00;200.000,00;0.00;Apartamento, 0.00 de área total, 50.84 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8308400001568
 8204100012646 ;ES ;SERRA ;TAQUARA II ;RUA SAMUEL MEIRA BRASIL, N. 915, Apto 401, BL 2 ;108.000,00;108.000,00;0.00;Apartamento, 0.00 de área total, 40.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8204100012646
 1444414254883 ;ES ;SERRA ;BALNEARIO DE CARAPEBUS ;AVENIDA AUGUSTO RUSCHI, N. 1795, Apto 204, BL 02 AREA B4 ;145.000,00;145.000,00;0.00;Apartamento, 0.00 de área total, 43.68 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444414254883
 8787708382324 ;ES ;SERRA ;BALNEARIO DE CARAPEBUS ;AVENIDA AUGUSTO RUSCHI, N. 1900, Apto 210, BL 8 ;158.000,00;158.000,00;0.00;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708382324
 1555525717964 ;ES ;SERRA ;HELIO FERRAZ ;RUA RACHEL VITALINO DE BRITO, N. 110, CS 11 ;820.000,00;820.000,00;0.00;Casa, 0.00 de área total, 93.66 de área privativa, 115.24 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), sacada, cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555525717964
 8444418631060 ;ES ;SERRA ;JARDIM BELA VISTA ;RUA DEZENOVE, N. 39, Apto 104, LT 20 QD A2 ;180.000,00;180.000,00;0.00;Apartamento, 0.00 de área total, 98.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), DCE, sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418631060
 8444420831755 ;ES ;SERRA ;RESIDENCIAL CENTRO DA SERRA ;RUA CEREJEIRA, N. SN, LT CENTRO DA SERRA ;172.000,00;172.000,00;0.00;Casa, 0.00 de área total, 48.82 de área privativa, 300.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420831755
 8787705983513 ;ES ;SERRA ;MORADA DE LARANJEIRAS ;RUA DOS ROUXINOIS, N. 52, Apto 402, BL 04 ;184.000,00;184.000,00;0.00;Apartamento, 0.00 de área total, 40.83 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705983513
 8787708507127 ;ES ;SERRA ;SAO PATRICIO ;RUA SAO PAULO, N. 1163, Apto 304, BL 12 ;142.000,00;142.000,00;0.00;Apartamento, 0.00 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708507127
 8787709090173 ;ES ;SERRA ;SAO PATRICIO ;RUA SAO PAULO, N. 1163, Apto 202, BL 08 ;143.000,00;143.000,00;0.00;Apartamento, 0.00 de área total, 42.74 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709090173
 8787707846114 ;ES ;SERRA ;SAO PEDRO ;RUA SAO PEDRO, N. 104, Apto 806, TORRE 02 ;205.000,00;205.000,00;0.00;Apartamento, 0.00 de área total, 55.44 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707846114
